Label,Message
spam,weekly coolmob tone ready download week new tone include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n
ham,well boy glad g wasted night applebees nothing
spam,cashbincouk get lot cash weekend url dear welcome weekend got biggest best ever cash give away
ham,ok lor u wan go look 4 u
ham,u wan 2 haf lunch im da canteen
ham,dont make life stressfull always find time laugh may add year life surely add life ur year gud ni8swt dream
ham,hey look like wrong one kappa guy number still phone want text see he around
spam,urgent mobile number awarded £2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
spam,thanks 4 continued support question week enter u in2 draw 4 £100 cash name new u president txt an 80082
ham,im home doc gave pain med say everything fine
ham,é 140 ardé rest ard 180 leastwhich é price 4 é 2 bedrm 900
ham,lovely night xxx
ham,prepare pleasured
ham,hitechnical supportproviding assistance u customer call email
ham,text way cup stop work bus
ham,whens radio show
spam,unique user id 1172 removal send stop 87239 customer service 08708034412
ham,im sure still available though
ham,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
ham,cheer lou yeah goodnite shame u neva came c ya gailxx
ham,hii got money da
ham,hi mobile ltgt added contact list url great place send free sm people visit fullonsmscom
ham,ok u tell wat time u coming later lor
ham,u repeat e instruction wats e road name ur house
ham,many people seems special first sight remain special till last sight maintain till life end shjas
ham,quite lor dun tell wait get complacent
ham,sorry completely forgot pop em round week still
ham,u r beautiful girl ive ever seen u r baby come c common room
ham,cant see join denis mina denis want alone time
ham,sen told going join uncle finance cbe
ham,yup hey one day fri ask miwa jiayin take leave go karaoke
ham,call senthil hsbc
ham,especially since talk boston personal statement lol woulda changed realized said nyc say boston
ham,indeed way either
spam,urgent call 09066649731from landline complimentary 4 ibiza holiday £10000 cash await collection sae tc po box 434 sk3 8wp 150ppm 18
ham,holy living christ taking long
ham,ü thk wat eat tonight
ham,thanx yup coming back sun finish dinner going back 2 hotel time fly tog 4 exactly mth today hope well haf many mths come
ham,opposite side dropped
ham,yup izzit still raining heavily co im e mrt cant c outside
ham,send resume
ham,gd luck 4 ur exam
ham,u ask next sat make im ok lor
ham,sorry uncle ill keep touch
ham,saw guy doll last night patrick swayze great
spam,urgent 2nd attempt contact u £900 prize yesterday still awaiting collection claim call 09061702893
spam,santa calling would little one like call santa xmas eve call 09077818151 book time calls150ppm last 3mins 30 tc url
ham,come home dont want u miserable
ham,dont know shes getting message
ham,cool tyler take gon na buy drop place later tonight total order quarter got enough
ham,guy car shop flirting got phone number paperwork called texted im nervous course may address call bos tell knowing may get fired
ham,reverse cheating mathematics
ham,plan manage
ham,er hello thing ‘ quite go plan – limping slowly home followed aa exhaust hanging
ham,sorry delay yes master
ham,call u finish come n pick u
spam,private 2004 account statement 0784987 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expires 060505
ham,whats oga left phone home saw ur message hope good great weekend
ham,dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
ham,honey pls find much sell predicte nigeria many time used important reply monday
ham,e admin building might b slightly earlier ill call u im reaching
ham,fyi im usf swing room whenever
ham,call ltgt min thats ok
ham,ummmmmaah many many happy return day dear sweet heart happy birthday dear
ham,ü home work meh
ham,anything valuable 2 situation first getting second loosing
ham,mark taking forever pick prescription pain coming back
ham,hows ur paper
ham,got smaller capacity one quite ex
spam,check choose babe video smsshsexnetun fgkslpopw fgkslpo
ham,im good thinking
spam,u r winner u ave specially selected 2 receive £1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810710pmin 18
ham,
ham,thought bout drink tap spile seven pub gas st broad st canal ok
ham,going sleep tired travel
ham,haha thinkin
ham,yup giving problem mayb ill jus leave
ham,lol trying make day little interesting
ham,long get reply defer admission til next semester
ham,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
ham,po de need job aha
ham,rat hey u ever vote next theme
spam,new mobile 2004 must go txt nokia 89545 collect today £1 url 2optout 08718726270150gbpmtmsg18 txtauction
ham,hope pee burn tonite
ham,oh rite well im best mate pete went 4 week 2geva longer week
ham,yay cant wait party together
ham,photoshop make computer shut
ham,boy made fun today ok problem sent one message fun
ham,thats one issue california okay snow manageable
spam,private 2003 account statement show 800 unredeemed point call 08715203652 identifier code 42810 expires 29100
ham,hmmm mayb try e shoppin area one forgot e name hotel
ham,awesome gon na soon later tonight
ham,need detail online job
spam,valued vodafone customer computer picked win £150 prize collect easy call 09061743386
ham,missing toopray inshah allah
ham,pls help tell ashley cant find number oh
ham,escape theatre going watch kavalan minute
ham,sthis increase chance winning
ham,either way work ltgt year old hope doesnt bother
ham,maybe find something else instead
ham,gain right wifedont demand iti trying husband toolets see
ham,liked new house
ham,im fine hope also
ham,also north carolina texas atm would go gre site pay test result sent
ham,u
ham,yes baby need stretch open pussy
ham,thanks bomb date phone wanted say
ham,ok
ham,hey guy know breathing neck get bud anyway youd able get half track usf tonight
ham,response one powerful weapon 2 occupy place others heart always give response 2 care 4 u gud nightswt dreamstake care
ham,nokia phone lovly
spam,free messagethanks using auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
spam,bored housewife chat n date 08717507711 btnational rate 10pmin landline
ham,sorry datoday wont come playi driving clas
ham,im really sorry lit hair fire
ham,oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rent
ham,okey dokey swashbuckling stuff oh
ham,watching cartoon listening music amp eve go temple amp church u
ham,1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face
ham,dip cell dead coming u better respond else shall come back
ham,well know mean texting
ham,hi dis yijue would happy work wif ü gek1510
ham,lol oops sorry fun
ham,wat happened cruise thing
ham,know dat feelin pete wuld get em nuther place nuther time mayb
spam,lyricalladie21f inviting friend reply yes910 no910 see url stop send stop frnd 62468
ham,world happiest frnds never character dey best understanding difference
spam,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info
ham,yeah open chat click friend list make list easy pie
ham,alright tyler got minor crisis home sooner thought asap
ham,whenwhere pick
ham,usual u call ard 10 smth
ham,new theory argument win situation loses person dont argue ur friend kick amp say im always correct
ham,many thing antibiotic used chest abdomen gynae infection even bone infection
ham,poor girl cant go one day lmao
ham,6times
spam,today vodafone number ending 4882 selected receive £350 award number match call 09064019014 receive £350 award
ham,pls make note shes exposed also find school anyone else vomiting dog cat house let know later
ham,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
ham,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
ham,worse us half way stop better complete
ham,miserable dont tell u side effect birth control massive gut wrenching cramp first 2 month didnt sleep last night
ham,send new number
ham,convey regard
spam,want latest video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow
ham,2 half year missed friendship
ham,cant pick phone right pls send message
ham,oh fuck sake shes like tallahassee
ham,haha first person gon na ask
spam,ou guaranteed latest nokia phone 40gb ipod mp3 player £500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,taka lor wat time u wan 2 come n look 4 u
spam,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw
ham,im reaching another 2 stop
ham,didnt mean post wrote like many time ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
spam,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer
ham,come online today night
ham,anything special
ham,im solihull want anything
ham,good day
ham,regret inform u nh made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience
ham,love holiday monday feeling even go dentist hour
ham,way tirupur
spam,goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 min
ham,youve already got flaky parent itsnot supposed child job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
ham,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
ham,dropped em omw back
spam,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate
ham,sitting mu waiting everyone get suite take shower
ham,call didnt see facebook huh
ham,g say never answer text confirmdeny
ham,common hearin r u wat r u ur day let ask u something different u smile today gud evng
ham,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
